"CODE","NAME","POSTCODE","NUMBER_OF_PRACTITIONERS","NUMBER_OF_PATIENTS","latitude","longitude"
"M86009","ENGLETON HOUSE SURGERY","CV6 3HZ",27,25128,52.423674,-1.522311
"M86010","FORREST MEDICAL CENTRE","CV4 8FT",19,10981,52.394598,-1.559354
"M86012","PRIORY GATE PRACTICE","CV1 4FS",8,8257,52.413455,-1.507828
"M86014","THE FORUM HEALTH CENTRE","CV2 5EP",17,20418,52.416818,-1.458323
"M86015","KENYON MEDICAL CENTRES","CV3 3AD",16,13626,52.385128,-1.472542
"M86016","GODIVA GROUP PRACTICE","CV2 4LJ",10,19114,52.412774,-1.482836
"M86017","MANSFIELD MEDICAL CENTRE","CV3 1JB",13,10136,52.405976,-1.484577
"M86018","MOSELEY AVENUE SURGERY","CV6 1HS",13,11800,52.419893,-1.525425
"M86019","WESTWOOD MEDICAL H/CENTRE","CV4 9DR",3,4527,52.404323,-1.560517
"M86020","WOOD END HEALTH CENTRE","CV2 1XA",12,8400,52.43566,-1.464189
"M86021","SPRINGFIELD MEDICAL PRACTICE","CV6 2FL",13,6899,52.437994,-1.531085
"M86027","THE CHEYLESMORE SURGERY","CV3 5PZ",10,11169,52.391324,-1.503924
"M86028","CENTRAL MEDICAL CENTRE","CV6 5DF",3,3476,52.425013,-1.49837
"M86029","BROOMFIELD PARK MED.CTR.","CV1 3HQ",15,20413,52.407844,-1.527632
"M86030","KENSINGTON ROAD SURGERY","CV5 6HY",7,6774,52.40257,-1.532401
"M86032","HOLBROOKS HEALTH TEAM","CV6 4HN",19,12646,52.448999,-1.511508
"M86033","WILLENHAL OAK MEDICAL CENTRE","CV3 3DP",8,4151,52.388988,-1.463131
"M86034","WOODSIDE MEDICAL CENTRE","CV4 9PL",11,10626,52.40723,-1.579265
"M86035","HENLEY GREEN MEDICAL CENTRE","CV2 1AB",9,7886,52.428369,-1.454284
"M86037","QUINTON PARK MEDICAL CENTRE","CV3 5PZ",3,3886,52.391324,-1.503924
"M86038","BREDON AVENUE SURGERY","CV3 2FD",5,2886,52.39978,-1.446465
"M86039","ALLESLEY VILLAGE SURGERY","CV5 9BD",5,4539,52.424696,-1.568432
"M86040","WALSGRAVE HEALTH CENTRE","CV2 2SW",3,4695,52.422557,-1.443709
"M86041","CLAY LANE MEDICAL PRACTICE","CV2 4LJ",5,8706,52.412774,-1.482836
"M86044","PARK HOUSE","CV1 2DL",4,4010,52.405815,-1.491047
"M86045","PARADISE MEDICAL CENTRE","CV6 5BG",6,7352,52.426805,-1.494944
"M86046","COPSEWOOD MEDICAL CENTRE","CV2 5NB",8,5313,52.406134,-1.465436
"M86048","WINDMILL SURGERY","CV6 6DR",7,7709,52.449933,-1.48555
"M86605","LIMBRICK WOOD SURGERY","CV4 9PN",5,2902,52.406833,-1.578558
"M86610","ST GEORGES ROAD SURGERY","CV1 2DL",2,2338,52.405815,-1.491047
"M86612","GEORGE ELIOT MEDICAL CENTRE","CV1 4JH",2,3136,52.419528,-1.506534
"M86617","HILLFIELDS - DR BANO","CV1 4FS",1,2913,52.413455,-1.507828
"M86622","GOVIND HEALTH CENTRE","CV5 6EU",4,2984,52.40025,-1.53274
"M86624","COVENTRY GP GROUP OF PRACTICES","CV6 3FA",8,9613,52.431352,-1.517874
"M86627","STOKE ALDERMOOR MED CTRE","CV3 1EG",2,6261,52.397343,-1.475786
"M86633","EDGWICK MEDICAL CENTRE","CV6 5LL",6,5183,52.432142,-1.498333
"M86638","WOODWAY MEDICAL CENTRE","CV2 2RH",5,6053,52.437565,-1.444418
"Y00060","THE ANCHOR CENTRE","CV1 5FX",4,642,52.412909,-1.506437
"Y00140","TORCROSS MEDICAL CENTRE","CV2 3NF",3,2154,52.419531,-1.469906
"Y00996","MERIDIAN PRACTICE","CV1 4FS",4,3991,52.413455,-1.507828
"Y04882","CHAUCER SURGERY","CV11 4UZ",3,2870,52.515151,-1.45237
"Y04884","SATIS HOUSE","B46 1TH",5,3353,52.517523,-1.747459
"Y04965","ALLIANCE TEACHING PRACTICES","CV6 5AR",16,19051,52.428676,-1.501674
"Y04969","CAMP HILL GP LED HEALTH CENTRE","CV10 9EB",7,4641,52.533046,-1.50695
"Y06218","BROWNSOVER MEDICAL CENTRE","CV21 1JF",10,8310,52.390542,-1.241431
"M85002","HANDSWORTH WOOD MED.CTR.","B20 2ES",36,20022,52.513033,-1.928196
"M85009","HAMSTEAD ROAD SURGERY","B20 2QR",6,6198,52.504501,-1.918982
"M85019","TOWER HILL PARTNERSHIP","B42 1BT",21,17425,52.530117,-1.910666
"M85020","RAYDOCS NEWTOWN","B19 2ET",21,19773,52.500938,-1.903168
"M85069","LAURIE PIKE HEALTH CENTRE","B6 6BB",33,16621,52.505172,-1.899142
"M85082","HANDSWORTH MEDICAL PRACT.","B21 9NH",2,4082,52.505414,-1.94158
"M85098","ROTTON PARK MEDICAL CENTRE","B16 0LU",9,5128,52.482162,-1.947079
"M85124","BELLEVUE MEDICAL CENTRE","B5 7LX",22,10738,52.465393,-1.900852
"M85145","THE SLIEVE SURGERY","B20 2NR",9,7896,52.520008,-1.927168
"M85164","NEWPORT MEDICAL GROUP","B12 8QE",7,12689,52.45223,-1.879633
"M85176","KIRPAL MEDICAL PRACTICE","B21 9RY",5,5000,52.503094,-1.934945
"M85178","MODALITY ENKI MEDICAL PRACTICE","B19 1BP",25,10189,52.501203,-1.920535
"M85634","HEATHFIELD FAMILY CENTRE","B19 1HL",10,8138,52.506341,-1.910086
"M85676","VICTORIA ROAD MEDICAL CTR","B6 5HP",15,5347,52.501868,-1.887197
"M85684","CITY ROAD MEDICAL CENTRE","B16 0HH",5,2751,52.4856,-1.942004
"M85697","CHURCH ROAD SURGERY","B6 5UP",4,4484,52.503316,-1.875236
"M85715","SOHO ROAD PRIMARY CARE CENTRE","B21 9RY",7,10818,52.503094,-1.934945
"M85721","HOLYHEAD PRIMARY HEALTH CARE CENTRE","B21 0HL",5,10016,52.505698,-1.948304
"M85757","SOHO ROAD HEALTH CENTRE","B21 9RY",3,3713,52.503094,-1.934945
"M85778","HALCYON MEDICAL","B2 4UH",12,11255,52.480596,-1.895747
"M85797","HOCKLEY MEDICAL PRACTICE","B1 3AL",4,9045,52.485934,-1.91535
"M87001","MEADOWBROOK SURGERY","B63 1AB",4,6916,52.446603,-2.071308
"M87003","MOSS GROVE SURGERY","DY6 9HS",23,19822,52.498674,-2.1699
"M87005","THREE VILLAGES MEDICAL PRACTICE","DY8 4JB",12,10998,NA,NA
"M87006","EVE HILL MEDICAL PRACTICE","DY1 2QD",8,8255,52.512922,-2.096805
"M87007","THE RIDGEWAY SURGERY","DY3 3UH",9,11380,52.535809,-2.120862
"M87008","KINGSWINFORD MEDICAL PRACTICE","DY6 8DN",12,8059,52.49818,-2.160318
"M87009","AW SURGERIES","DY5 3EE",21,17120,52.482313,-2.122432
"M87010","THE WATERFRONT SURGERY","DY5 1RU",14,8293,52.48177,-2.117851
"M87011","LION HEALTH","DY8 3SS",44,30356,52.460769,-2.156502
"M87012","THE GREENS HEALTH CENTRE","DY1 3QZ",7,7408,52.529005,-2.099175
"M87013","TANDON MEDICAL CENTRE (ORAM & PARTNERS)","DY4 7QU",21,11384,52.526332,-2.046062
"M87014","LAPAL MEDICAL PRACTICE","B62 0HP",13,7493,52.4587,-2.016174
"M87015","LOWER GORNAL MEDICAL PRACTICE","DY3 2NQ",14,8583,52.515818,-2.132001
"M87016","WOODSETTON MEDICAL CENTRE","DY3 1AF",8,6913,52.537994,-2.10089
"M87017","STEPPINGSTONES MEDICAL PRACTICE","DY1 1RT",7,8410,52.509519,-2.090594
"M87018","THE SUMMERHILL SURGERY","DY6 9JG",8,6347,52.496514,-2.171615
"M87019","THE LIMES SURGERY MEDICAL CENTRE","DY9 8LL",6,6590,52.457006,-2.113884
"M87020","FELDON LANE PRACTICE","B62 9DR",11,9567,52.467325,-2.028271
"M87021","COSELEY MEDICAL CENTRE","WV14 9DJ",8,7029,52.542642,-2.086342
"M87023","WORDSLEY GREEN HEALTH CENTRE","DY8 5PD",13,9597,52.480602,-2.164692
"M87024","WYCHBURY MEDICAL GROUP","DY9 9DS",31,21919,52.441573,-2.110976
"M87025","CROSS STREET HEALTH CENTRE","DY1 1RN",7,5148,52.510249,-2.089225
"M87026","ST JAMES MEDICAL PRACTICE2","DY1 2BY",5,5027,52.514234,-2.097323
"M87027","QUARRY BANK MEDICAL CENTRE","DY5 2AE",7,4607,52.471851,-2.102367
"M87028","ANCHOR MEDICAL PRACTICE","DY2 9PU",9,7858,52.487943,-2.07893
"M87030","PEDMORE MEDICAL PRACTICE","DY9 8DJ",8,4064,52.457029,-2.118211
"M87034","CLEMENT ROAD MEDICAL PRACTICE","B62 9LR",7,4978,52.472097,-2.033824
"M87036","BEAN MEDICAL PRACTICE","DY2 8TH",5,3808,52.50579,-2.076045
"M87037","NORTHWAY MEDICAL CENTRE","DY3 3QY",9,6489,52.548048,-2.131006
"M87041","RANGEWAYS ROAD SURGERY","DY6 8PN",8,5609,52.487289,-2.149734
"M87601","KEELINGE HOUSE","DY1 2ER",7,6674,52.501504,-2.107739
"M87602","HALESOWEN MEDICAL PRACTICE","B63 4WD",13,9966,52.444056,-2.059137
"M87605","CENTRAL CLINIC","DY2 7BX",3,3994,52.507977,-2.075775
"M87612","ST JAMES MEDICAL PRACTICE1","DY1 2BY",3,2449,52.514234,-2.097323
"M87617","LINKS MEDICAL PRACTICE","DY2 9PU",8,5070,52.487943,-2.07893
"M87618","QUINCY RISE SURGERY","DY5 3JR",7,2978,52.467436,-2.129544
"M87620","CASTLE MEADOWS SURGERY","DY1 2TY",7,5962,52.515734,-2.118237
"M87621","BATH STREET MEDICAL CENTRE","DY3 1LS",7,2952,52.544983,-2.113036
"M87623","ALEXANDRA MEDICAL CENTRE","B63 3UH",3,3003,52.454096,-2.063006
"M87628","CHAPEL STREET MEDICAL CENTRE","DY9 8BT",8,2648,52.456326,-2.114816
"M87638","THORNS ROAD SURGERY","DY5 2JS",3,3635,52.472042,-2.109345
"M88001","THE VILLAGE MEDICAL CENTRE","WS10 0EB",7,7782,52.552834,-1.996446
"M88002","THE SMETHWICK MEDICAL CENTRE","B66 3BQ",18,8871,52.494881,-1.968127
"M88003","WARLEY MEDICAL CENTRE","B68 0RT",14,11127,52.468122,-2.006757
"M88004","REGIS MEDICAL CENTRE","B65 0BA",61,45018,52.475153,-2.044492
"M88007","OAKESWELL HEALTH CENTRE","WS10 9HP",7,9430,52.5542,-2.013776
"M88008","STONE CROSS MEDICAL CENTRE","B71 3LN",8,5344,52.545444,-1.982689
"M88009","NORVIC FAMILY PRACTICE","B66 3PZ",11,9415,52.489728,-1.960133
"M88010","SWANPOOL MEDICAL CENTRE","DY4 0SZ",11,8418,52.540729,-2.057135
"M88013","BLACK COUNTRY FAMILY PRACTICE","DY4 8PX",12,14306,52.528846,-2.071182
"M88014","DR GUDI PV & PARTNER","B70 0PU",3,5461,52.535643,-2.011111
"M88015","GREAT BARR PRACTICE","B43 7HB",10,11785,52.549017,-1.915346
"M88016","OLD HILL MEDICAL CENTRE","B64 6JN",10,1958,52.474358,-2.065538
"M88018","OLDBURY HEALTH CENTRE","B69 4DE",15,19991,52.503737,-2.014122
"M88019","BEARWOOD ROAD SURGERY","B66 4ES",5,2580,52.482125,-1.969417
"M88021","SCOTT ARMS MEDICAL CENTRE","B43 6EE",10,11401,52.547136,-1.925068
"M88022","JUBILEE HEALTH CENTRE","WS10 7AR",5,4131,52.551655,-2.01963
"M88023","TAME VALLEY MEDICAL CENTRE","WS10 0EB",6,4254,52.552834,-1.996446
"M88026","PORTWAY FAMILY PRACTICE","B69 1HE",3,4650,52.497603,-2.030323
"M88030","CHURCH VIEW SURGERY","B64 6JE",7,6098,52.475059,-2.066555
"M88031","HAWES LANE SURGERY","B65 9AF",3,4025,52.486317,-2.04951
"M88035","NEW STREET SURGERY","B70 0HN",8,3604,52.536955,-2.012925
"M88038","LINKWAY MEDICAL PRACTICE","B70 7AW",21,14022,52.516003,-1.997982
"M88040","ST PAUL'S MEDICAL PRACTICE","B66 1HB",6,7892,52.500782,-1.98854
"M88041","HAWTHORNS MEDICAL CENTRE","B66 2DD",3,3442,52.501507,-1.967268
"M88042","BEARWOOD MEDICAL CENTRE","B67 5BP",3,4814,52.476903,-1.97344
"M88043","HADEN VALE SURGERY","B64 7HG",7,6696,52.466347,-2.073333
"M88044","WEST BROM P'SHIPS FOR HEALTH","B70 8PG",5,3915,52.517891,-2.000605
"M88600","THE VICTORIA SURGERY","DY4 8SS",3,3590,52.523478,-2.057069
"M88610","SAREPHED MEDICAL CENTRE","B67 6AJ",8,4563,52.490306,-1.970398
"M88612","GLEBEFIELDS SURGERY","DY4 0SN",6,3986,52.540587,-2.052903
"M88616","GREAT BRIDGE PSHIP FOR HEALTH","DY4 7EY",16,12685,52.528908,-2.032577
"M88618","WALFORD STREET, TIVIDALE","B69 2LD",13,2121,52.513192,-2.059752
"M88619","DR ARORA RK","B70 7AW",15,8921,52.516003,-1.997982
"M88620","CAUSEWAY GREEN ROAD SURGERY","B68 8LJ",5,2881,52.484564,-2.014697
"M88625","ST PAUL'S PARTNERSHIP - LYNG MEDICAL","B70 7AW",2,3244,52.516003,-1.997982
"M88626","DR UI HAQUE N","B70 6JX",6,2547,52.51273,-1.984396
"M88627","DR BHADAURIA BS","WS10 7AR",NA,2241,52.551655,-2.01963
"M88628","DR SINGH M","B70 8HQ",3,3125,52.514966,-2.002058
"M88630","CLIFTON LANE MEDICAL CENTRE","B71 3AS",7,5349,52.543448,-1.982336
"M88633","LODGE ROAD SURGERY","B67 7LU",3,5471,52.49982,-1.984312
"M88635","DOG KENNEL LANE SURGERY","B68 9LZ",2,1970,52.489788,-1.995744
"M88639","ST PAULS PARTNERS","B70 6JX",4,2980,52.51273,-1.984396
"M88640","WARLEY ROAD SURGERY","B68 9SZ",2,3487,52.490193,-1.993726
"M88643","THE SPIRES HEALTH CENTRE","WS10 7EH",8,5087,52.550557,-2.023892
"M88645","HILL TOP MEDICAL CENTRE","B68 9DU",12,10650,52.478488,-1.998175
"M88646","DR DEWAN VK","B70 7AW",2,2088,52.516003,-1.997982
"M88647","ROOD END MEDICAL PRACTICE","B68 8JB",4,4479,52.494094,-1.999691
"M91003","SINA HEALTH CENTRE","WV12 5XZ",7,7298,52.618205,-2.047733
"M91004","ST PETER'S SURGERY","WS2 8DA",14,9916,52.594537,-1.984855
"M91006","PARKSIDE MEDICAL PRACTICE","WS8 7JG",3,4188,52.648704,-1.939238
"M91007","ST JOHN'S MEDICAL CENTRE","WS9 9LP",10,9796,52.626307,-1.932532
"M91008","LITTLE LONDON SURGERY","WS1 3EP",5,8729,52.574984,-1.979284
"M91009","STREETS CORNER SURGERY","WS9 9NP",7,5658,52.629621,-1.927755
"M91010","PORTLAND MEDICAL PRACTICE","WS9 8AJ",9,8925,52.602513,-1.921199
"M91011","THE LIMES MEDICAL CENTRE","WS1 2LX",5,7141,52.580655,-1.974677
"M91013","LOCKFIELD SURGERY","WV13 2DR",8,10209,52.585445,-2.057135
"M91014","BRACE STREET HEALTH CENTRE","WS1 3PS",8,2676,52.577564,-1.983326
"M91015","UMBRELLA MEDICAL","WS1 1UG",28,9189,52.587156,-1.977891
"M91016","NEW INVENTION HEALTH CENTRE","WV12 5RZ",13,6500,52.609544,-2.040272
"M91017","NORTHGATE MEDICAL CENTRE","WS9 8AJ",14,10056,52.602513,-1.921199
"M91018","SADDLERS HEALTH CENTRE","WS1 1YB",4,3348,52.587891,-1.979464
"M91019","RUSHALL MEDICAL CENTRE","WS4 1HB",19,15153,52.608005,-1.959726
"M91020","SYCAMORE HOUSE MEDICAL CENTRE","WS1 2NL",8,5266,52.576932,-1.968319
"M91021","LOCKSTOWN PRACTICE","WV13 2DR",7,8115,52.585445,-2.057135
"M91024","DR NAMBISAN SURGERY","WS3 4LN",3,2430,52.627877,-1.968592
"M91026","DARLASTON FAMILY PRACTICE","WS10 8SY",7,4983,52.56617,-2.036323
"M91028","KINGFISHER BERKLEY PRACTICE","WS2 0BA",13,8536,52.58916,-2.024533
"M91029","MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE","WS3 2TA",9,5154,52.621326,-2.016265
"M91032","COLLINGWOOD FAMILY PRACTICE","B43 7NF",6,4788,52.55667,-1.903405
"M91033","WILLENHALL MEDICAL CENTRE","WV13 2DR",7,5235,52.585445,-2.057135
"M91034","BLOXWICH MEDICAL PRACTICE","WS3 3JP",6,4801,52.613174,-2.000799
"M91036","HARDEN HEALTH CENTRE","WS3 1ET",4,3068,52.608552,-1.985958
"M91602","KHAN MEDICAL PRACTICE","WS3 3JP",2,2051,52.613174,-2.000799
"M91609","NEW ROAD MEDICAL CENTRE","WS8 7JG",5,1904,52.648704,-1.939238
"M91611","BEECHDALE CENTRE","WS2 7EZ",3,2728,52.600867,-2.007339
"M91612","ST MARY'S SURGERY","WS3 3JP",5,3041,52.613174,-2.000799
"M91613","FORRESTER STREET MEDICAL CENTRE","WS2 9PL",11,9708,52.584973,-1.995381
"M91614","STROUD PRACTICE","WS2 0BA",11,6967,52.58916,-2.024533
"M91616","PLECK HEALTH CENTRE","WS2 9HY",10,7695,52.574248,-1.998038
"M91619","BROADWAY MEDICAL CENTRE","WS1 3HD",5,5395,52.567612,-1.977295
"M91621","PALFREY HEALTH CENTRE","WS1 4JQ",6,4788,52.575093,-1.991354
"M91623","LOWER FARM HEALTH CENTRE","WS3 3RT",8,1741,52.62798,-1.998081
"M91624","MOXLEY MEDICAL CENTRE","WS10 8TF",4,3085,52.560033,-2.051113
"M91626","HOLLAND PARK SURGERY","WS8 7JB",15,4481,52.649735,-1.934891
"M91628","BRACE STREET HC- KUMAR","WS1 3PS",4,2980,52.577564,-1.983326
"M91629","BIRCHILLS HEALTH CENTRE","WS2 8QH",4,6195,52.591122,-1.99541
"M91637","BLACKWOOD HEALTH CENTRE","B74 3PL",5,3579,52.58006,-1.891665
"M91639","WALSALL WOOD HEALTH CENTRE","WS9 9NP",3,1810,52.629621,-1.927755
"M91640","ROUGH HAY SURGERY","WS10 8NQ",2,3840,52.572559,-2.042702
"M91641","DR ALI SURGERY","WS10 9JS",3,4044,52.567915,-2.030939
"M91647","PILLAI","WS3 3JP",6,4913,52.613174,-2.000799
"M91650","PINFOLD MEDICAL","WS3 3JP",6,9210,52.613174,-2.000799
"M91654","HIGH STREET SURGERY","WS3 4LX",3,2913,52.629754,-1.96829
"M91659","BRACE STREET HC- MAHBUB (M91659)","WS1 3PS",5,2891,52.577564,-1.983326
"M91660","MODALITY DARLASTON PRACTICE","WS10 8SY",5,4994,52.56617,-2.036323
"M92001","POPLARS MEDICAL CENTRE","WV10 9PG",3,3350,52.609929,-2.112353
"M92002","ALFRED SQUIRE ROAD SURGERY","WV11 1XU",8,8400,52.599417,-2.080754
"M92004","PRIMROSE LANE PRACTICE","WV10 8RN",2,2891,52.612699,-2.100811
"M92006","COALWAY ROAD SURGERY","WV3 7NA",7,4540,52.569146,-2.156481
"M92007","LEA ROAD MEDICAL PRACTICE","WV3 0LS",12,6649,52.575971,-2.140864
"M92008","CASTLECROFT MEDICAL PRACTICE","WV3 8JN",12,12457,52.57877,-2.189808
"M92009","PRESTBURY MEDICAL PRACTICE","WV11 1HT",14,13736,52.607429,-2.092751
"M92010","TETTENHALL MEDICAL PRACTICE","WV6 9LL",13,11850,52.600723,-2.159502
"M92011","RWT PRACTICES","WV4 5PY",36,10925,52.559823,-2.14981
"M92012","DUNCAN STREET PRIMARY CARE CENTRE","WV2 3AN",10,10433,52.57347,-2.126602
"M92013","DR SINHA & TAHIR","WV10 0BD",9,7001,52.593318,-2.110037
"M92014","DR FOWLER","WV10 6AR",1,2156,52.618289,-2.130085
"M92015","IMPROVING HEALTH (IH) MEDICAL","WV14 6PW",7,3323,52.568916,-2.077114
"M92016","TUDOR MEDICAL CENTRE","WV6 0PS",14,19836,52.594673,-2.136002
"M92019","KEATS GROVE SURGERY","WV10 8LY",8,6375,52.614561,-2.099546
"M92022","ASHMORE PARK MEDICAL CENTRE","WV11 2LH",3,4164,52.613672,-2.057836
"M92026","GRIFFITHS DRIVE MEDICAL PRACTICE","WV11 2JN",10,3814,52.612824,-2.063063
"M92028","THORNLEY STREET SURGERY","WV1 1JP",11,9960,52.58843,-2.125789
"M92029","NEWBRIDGE SURGERY","WV6 0DE",5,5294,52.593786,-2.15553
"M92039","DR ST PIERRE-LIBBERTON","WV10 8PJ",15,6879,52.610551,-2.100496
"M92040","MAYFIELD MEDICAL PRACTICE","WV1 2GZ",6,9844,52.583046,-2.093284
"M92041","PROBERT ROAD SURGERY","WV10 6UF",6,4544,52.618005,-2.133387
"M92042","WEST PARK SURGERY","WV1 4PW",4,3939,52.587783,-2.141256
"M92043","PENN SURGERY","WV3 7LR",7,6228,52.568567,-2.145001
"M92044","WARSTONES SURGERY","WV4 4PS",2,4194,52.569265,-2.167857
"M92607","WHITMORE REANS MEDICAL PRACTICE","WV6 0QL",8,15571,52.595729,-2.142522
"M92609","ASHFIELD ROAD SURGERY","WV10 6QX",6,5676,52.626044,-2.132841
"M92612","HEALTH AND BEYOND","WV2 2AU",26,38359,52.576359,-2.115071
"M92627","BILSTON FAMILY PRACTICE","WV14 6PW",6,3679,52.568916,-2.077114
"M92629","FORDHOUSES MEDICAL CENTRE","WV10 6RU",3,3842,52.621937,-2.132193
"M92630","EAST PARK MEDICAL PRACTICE","WV1 2LW",8,5628,52.586389,-2.097179
"M92640","TETTENHALL ROAD MEDICAL PRACTICE","WV6 0DD",5,2547,52.592281,-2.153641
"M92649","DR MUDIGONDA","WV14 6PW",5,3728,52.568916,-2.077114
"M92654","BAGARY'S MEDICAL PRACTICE","WV10 9SX",14,7608,52.60916,-2.114516
"Y00228","AMBAR MEDICAL CENTRE","WS1 4JQ",6,2358,52.575093,-1.991354
"Y00278","DARLASTON HEALTH CENTRE","WS10 8SY",2,3094,52.56617,-2.036323
"Y00412","SOHO HEALTH CENTRE","B21 9RY",5,5600,52.503094,-1.934945
"Y00471","BROADWAY HEALTH CENTRE","B18 7BA",6,6754,52.482794,-1.924117
"Y00492","SUMMERFIELD GROUP PRACTICE","B18 7AL",8,8479,52.487686,-1.937353
"Y01057","THE HEALTH XCHANGE","B4 6HA",1,981,52.48606,-1.899156
"Y01756","STOURSIDE MEDICAL PRACTICE","B63 3HN",14,5911,52.449059,-2.049197
"Y02212","DUDLEY WOOD SURGERY","DY2 0EF",9,2602,52.477577,-2.092147
"Y02626","THE KEYS FAMILY PRACTICE","WV13 2NY",12,4758,52.584506,-2.059209
"Y02627","HARDEN BLAKENALL","WS3 1LZ",15,12551,52.61469,-1.986703
"Y02636","PENNFIELDS MEDICAL CENTRE","WV3 0JH",13,5759,52.57816,-2.137182
"Y02653","HIGH OAK SURGERY","DY5 1RU",10,3959,52.48177,-2.117851
"Y02701","GREAT BRIDGE HEALTH CENTRE","B70 0BF",24,9418,52.527792,-2.02775
"Y02736","SHOWELL PARK HEALTH CENTRE","WV10 9ST",18,6028,52.608015,-2.11853
"Y02757","BILSTON URBAN VILLAGE MEDICAL CENTRE","WV14 0EE",15,12893,52.56319,-2.076823
"Y06378","HEATH STREET HEALTH CENTRE","B18 7AL",6,6122,52.487686,-1.937353
"H81013","BARTLETT GROUP PRACTICE","GU16 6QQ",48,27281,51.302735,-0.725507
"H81027","FARNHAM PARK HEALTH GROUP","GU9 9QS",30,17526,51.220758,-0.784377
"H81039","PARK HOUSE SURGERY","GU19 5AQ",14,6802,51.36168,-0.693777
"H81040","STATION ROAD SURGERY","GU16 7HG",15,8008,51.313252,-0.745978
"H81047","RUNNYMEDE MEDICAL PRACTICE","TW20 0PF",18,11653,51.42959,-0.573529
"H81069","PARK ROAD GROUP PRACTICE","GU15 2NN",29,21475,51.333905,-0.744969
"H81075","UPPER GORDON ROAD SURGERY","GU15 2HJ",24,11574,51.336852,-0.738816
"H81082","CAMBERLEY HEALTH CENTRE","GU15 2QA",16,9749,51.324435,-0.754069
"H81088","DOWNING STREET GROUP PRACTICE","GU9 7PA",23,12730,51.212905,-0.798901
"H81110","HOLLY TREE SURGERY","GU10 4TG",11,6273,51.188288,-0.809929
"H81130","LIGHTWATER SURGERY","GU18 5SQ",14,13050,51.351903,-0.664016
"H81615","FARNHAM DENE MEDICAL PRACTICE","GU10 3RB",21,13233,51.200549,-0.777405
"J82015","GIFFARD DRIVE SURGERY","GU14 8QB",18,8668,51.300584,-0.770708
"J82049","THE OAKLEY HEALTH GROUP","GU17 0DD",29,28858,51.335288,-0.797084
"J82066","THE CAMBRIDGE PRACTICE","GU11 1AY",33,22263,51.254364,-0.76565
"J82067","VOYAGER FAMILY HEALTH","GU14 0NP",26,17895,51.293491,-0.789969
"J82099","RICHMOND SURGERY","GU52 7US",8,14614,51.269325,-0.841094
"J82110","HART HEALTH PARTNERSHIP","GU51 4PE",40,14787,51.288193,-0.848607
"J82120","ALEXANDER HOUSE SURGERY","GU14 7AW",14,9642,51.293749,-0.752002
"J82125","JENNER HOUSE SURGERY","GU14 0HQ",18,8871,51.294302,-0.774519
"J82135","BRANKSOMEWOOD H/CARE CTR","GU51 4JX",9,13675,51.281888,-0.844807
"J82142","THE BORDER PRACTICE","GU12 4DN",19,10148,51.240995,-0.740565
"J82178","PRINCES GARDENS SURGERY","GU11 1BJ",18,10199,51.250407,-0.766458
"J82181","MAYFIELD MEDICAL CENTRE","GU14 8UE",17,9613,51.305522,-0.76656
"J82198","THE WELLINGTON PRACTICE","GU11 1AY",6,4225,51.254364,-0.76565
"J82628","CRONDALL NEW SURGERY","GU10 5RF",15,5486,51.237211,-0.858386
"J82630","NORTH CAMP SURGERY","GU14 6DH",7,5793,51.276884,-0.749058
"K81001","THE WATERFIELD PRACTICE","RG12 9LH",22,15103,51.409204,-0.733923
"K81005","WEXHAM ROAD SURGERY","SL2 5JP",8,4378,51.516902,-0.57838
"K81006","THE SANDHURST GROUP PRACTICE","GU47 0UB",17,18962,51.352512,-0.778338
"K81010","KINGS CORNER SURGERY","SL5 0AE",9,7511,51.399629,-0.650306
"K81015","WOODLANDS PARK SURGERY","SL6 3NW",10,3546,51.502531,-0.761375
"K81018","LINDEN MEDICAL CENTRE","SL6 6JJ",17,10274,51.530813,-0.737415
"K81019","ROSS ROAD MEDICAL CENTRE","SL6 2SR",11,4135,51.510613,-0.732829
"K81020","CLAREMONT HOLYPORT SURGERY","SL6 8AN",22,19241,51.524993,-0.71973
"K81021","DATCHET HEALTH CENTRE","SL3 9EX",14,10159,51.482057,-0.576314
"K81024","LANGLEY HEALTH CENTRE","SL3 8LE",22,20661,51.495313,-0.541284
"K81028","MAGNOLIA HOUSE SURGERY","SL5 0QJ",20,9172,51.400008,-0.634123
"K81030","RINGMEAD MEDICAL PRACTICE","RG12 7WW",33,21852,51.390789,-0.751517
"K81034","CROSBY HOUSE SURGERY","SL1 3NY",18,11611,51.517962,-0.599437
"K81036","THE CEDARS SURGERY","SL6 8AJ",14,10858,51.525619,-0.720011
"K81039","THE AVENUE MEDICAL CENTRE","SL2 2DG",19,7373,51.536077,-0.630051
"K81042","COOKHAM MEDICAL CENTRE","SL6 9HX",12,7809,51.558356,-0.725805
"K81043","HERSCHEL MEDICAL CENTRE","SL1 1TT",13,15912,51.506369,-0.592458
"K81046","LEE HOUSE SURGERY","SL4 3EW",17,7270,51.475837,-0.614796
"K81059","THE GAINSBOROUGH PRACTICE","RG42 3JP",10,10185,51.426252,-0.73138
"K81060","BINFIELD SURGERY","RG42 5JG",11,11806,51.434796,-0.790111
"K81066","THE SYMONS MEDICAL CENTRE","SL6 6EL",13,11602,51.522782,-0.73892
