"","CODE","NAME","POSTCODE","Number_of_Practitioners","NUMBER_OF_PATIENTS"
"5784","J82120","ALEXANDER HOUSE SURGERY","GU14 7AW",14,9642
"5785","J82125","JENNER HOUSE SURGERY","GU14 0HQ",18,8871
"5786","J82135","BRANKSOMEWOOD H/CARE CTR","GU51 4JX",9,13675
"5787","J82142","THE BORDER PRACTICE","GU12 4DN",19,10148
"5788","J82178","PRINCES GARDENS SURGERY","GU11 1BJ",18,10199
"5789","J82181","MAYFIELD MEDICAL CENTRE","GU14 8UE",17,9613
"5790","J82198","THE WELLINGTON PRACTICE","GU11 1AY",6,4225
"5791","J82628","CRONDALL NEW SURGERY","GU10 5RF",15,5486
"5792","J82630","NORTH CAMP SURGERY","GU14 6DH",7,5793
"5793","K81001","THE WATERFIELD PRACTICE","RG12 9LH",22,15103
"5794","K81005","WEXHAM ROAD SURGERY","SL2 5JP",8,4378
"5795","K81006","THE SANDHURST GROUP PRACTICE","GU47 0UB",17,18962
"5796","K81010","KINGS CORNER SURGERY","SL5 0AE",9,7511
"5797","K81015","WOODLANDS PARK SURGERY","SL6 3NW",10,3546
"5798","K81018","LINDEN MEDICAL CENTRE","SL6 6JJ",17,10274
"5799","K81019","ROSS ROAD MEDICAL CENTRE","SL6 2SR",11,4135
"5800","K81020","CLAREMONT HOLYPORT SURGERY","SL6 8AN",22,19241
"5801","K81021","DATCHET HEALTH CENTRE","SL3 9EX",14,10159
"5802","K81024","LANGLEY HEALTH CENTRE","SL3 8LE",22,20661
"5803","K81028","MAGNOLIA HOUSE SURGERY","SL5 0QJ",20,9172
"5804","K81030","RINGMEAD MEDICAL PRACTICE","RG12 7WW",33,21852
"5805","K81034","CROSBY HOUSE SURGERY","SL1 3NY",18,11611
"5806","K81036","THE CEDARS SURGERY","SL6 8AJ",14,10858
"5807","K81039","THE AVENUE MEDICAL CENTRE","SL2 2DG",19,7373
"5808","K81042","COOKHAM MEDICAL CENTRE","SL6 9HX",12,7809
"5809","K81043","HERSCHEL MEDICAL CENTRE","SL1 1TT",13,15912
"5810","K81046","LEE HOUSE SURGERY","SL4 3EW",17,7270
"5811","K81059","THE GAINSBOROUGH PRACTICE","RG42 3JP",10,10185
"5812","K81060","BINFIELD SURGERY","RG42 5JG",11,11806
"5813","K81066","THE SYMONS MEDICAL CENTRE","SL6 6EL",13,11602
"5814","K81068","SHEET STREET SURGERY","SL4 1BZ",13,9435
"5815","K81074","CLARENCE MEDICAL CENTRE","SL4 5AS",20,16569
"5816","K81075","FARNHAM ROAD PRACTICE","SL2 1HD",47,25874
"5817","K81076","GREEN MEADOWS SURGERY","SL5 7GB",21,9693
"5818","K81082","THE VILLAGE MEDICAL CENTRE","SL1 5ND",12,11009
"5819","K81083","BHARANI MEDICAL CENTRE","SL1 6BB",15,13827
"5820","K81084","ROSEMEAD SURGERY","SL6 8DS",9,7142
"5821","K81085","SHREEJI MEDICAL CENTRE","SL1 3DQ",7,7007
"5822","K81086","MANOR PARK MEDICAL CENTRE","SL1 3XU",8,10812
"5823","K81087","EASTHAMPSTEAD SURGERY","RG12 7BB",8,5956
"5824","K81089","RAGSTONE ROAD SURGERY","SL1 2PX",5,3209
"5825","K81094","GREAT HOLLANDS PRACTICE","RG12 8WY",3,4203
"5826","K81097","REDWOOD HOUSE SURGERY","SL6 3PH",8,5865
"5827","K81607","CORDWALLIS ROAD SURGERY","SL6 7DQ",7,3477
"5828","K81608","DR NABI","SL1 5PP",2,5134
"5829","K81610","FOREST HEALTH GROUP","RG12 9PG",38,20999
"5830","K81616","KUMAR MEDICAL CENTRE","SL2 5JE",2,5219
"5831","K81630","SOUTH MEADOW SURGERY","SL4 6AP",19,13981
"5832","K81645","240 WEXHAM ROAD","SL2 5JP",3,6969
"5833","K81655","ASCOT MEDICAL CENTRE","SL5 7GB",14,5680
"5834","K81656","CROWN WOOD MEDICAL CENTRE","RG12 0TH",4,5786
"5835","K81657","EVERGREEN PRACTICE","RG12 1LH",7,5462
"5836","Y00265","CHAPEL MEDICAL CENTRE","SL1 2BJ",17,11652
"5837","Y00437","THE ORCHARD SURGERY","SL3 8HD",8,9945
"5838","J82001","BURGESS ROAD SURGERY","SO16 3BD",15,9330
"5839","J82002","LORDSHILL HEALTH CENTRE","SO16 8HY",20,12850
"5840","J82005","ROWLANDS CASTLE SURGERY","PO9 6BN",9,4409
"5841","J82006","GOSPORT MEDICAL CENTRE","PO12 3PN",10,13263
"5842","J82007","COASTAL MEDICAL PARTNERSHIP","BH25 5JP",50,33465
"5843","J82008","WEST END SURGERY","SO30 3PY",7,7712
"5844","J82009","EMSWORTH SURGERY","PO10 7DD",25,13809
"5845","J82010","THE BOSMERE MEDICAL PRACTICE","PO9 1DQ",24,18814
"5846","J82012","PORTCHESTER PRACTICE","PO16 9TU",17,10137
"5847","J82016","STOCKBRIDGE SURGERY","SO20 6HG",16,9165
"5848","J82017","THE ANDOVER HEALTH CENTRE MEDICAL PRACT","SP10 3LD",25,14118
"5849","J82018","STOKEWOOD SURGERY","SO50 8AU",30,18848
"5850","J82019","THE FRYERN SURGERY","SO53 2LH",24,14690
"5851","J82020","ARCHERS PRACTICE","SO50 9AG",10,6476
"5852","J82021","WATERSIDE MEDICAL PRACTICE","PO11 9AP",18,8807
"5853","J82022","VICTOR STREET SURGERY","SO15 5SY",22,12028
"5854","J82024","SOLENT GP SURGERY","SO16 4XE",37,21367
"5855","J82025","CHARLTON HILL SURGERY","SP10 3JY",24,14106
"5856","J82026","CENTRE PRACTICE","PO16 7ER",24,14740
"5857","J82033","GUDGEHEATH LANE SURGERY","PO15 6QA",16,9059
"5858","J82034","WICKHAM SURGERY","PO17 5GU",19,13437
"5859","J82035","ST CLEMENTS PARTNERSHIP","SO23 8AD",31,17322
"5860","J82036","WEST MEON SURGERY","GU32 1LR",5,2708
"5861","J82039","RINGWOOD MEDICAL CENTRE","BH24 1JY",23,11131
"5862","J82040","WEST END ROAD SURGERY","SO18 6TG",16,15488
"5863","J82041","THE STAUNTON SURGERY","PO9 2AT",7,7608
"5864","J82042","BADGERSWOOD SURGERY","GU35 8LH",16,15810
"5865","J82050","ST PAUL'S SURGERY","SO22 5DD",27,21397
"5866","J82051","BLACKTHORN HEALTH CENTRE","SO31 4NQ",26,17882
"5867","J82053","ADELAIDE MEDICAL CENTRE","SP10 1HA",20,9708
"5868","J82056","RED AND GREEN PRACTICE","SO45 5WX",28,23122
"5869","J82058","BRAMBLYS GRANGE MEDICAL PRACTICE","RG21 7AP",17,20177
"5870","J82059","THE WATERCRESS MEDICAL GROUP","GU34 5EW",18,7067
"5871","J82061","ODIHAM HEALTH CENTRE","RG29 1JY",18,12007
"5872","J82062","CHEVIOT ROAD SURGERY","SO16 4AH",29,15510
"5873","J82063","PARKSIDE PRACTICE","SO50 9AG",15,8552
"5874","J82064","BISHOPS WALTHAM SURGERY","SO32 1GR",15,13477
"5875","J82069","CAMROSE GILLIES AND HACKWOOD PARTNERSHIP","RG22 4EH",50,42203
"5876","J82071","ST. ANDREW'S SURGERY","SO50 5PT",22,11362
"5877","J82072","FORESTSIDE MEDICAL PRACTICE","SO45 4JA",21,11749
"5878","J82074","ALMA ROAD SURGERY","SO51 8ED",19,14860
"5879","J82075","CHAWTON HOUSE SURGERY","SO41 9ND",9,6892
"5880","J82076","WOOLSTON AND CHARTWELL PARTNERSHIP","SO19 9AL",26,15231
"5881","J82079","CLIFT SURGERY","RG26 5BH",14,7677
"5882","J82080","UNIVERSITY HEALTH SERVICE SOUTHAMPTON","SO17 1BJ",29,21293
"5883","J82081","ST. MARY'S SURGERY","SO14 1LT",38,22811
"5884","J82082","SHEPHERDS SPRING MEDICAL CENTRE","SP10 5DE",19,13327
"5885","J82083","THE WILLOW GROUP","PO12 3JP",34,36386
"5886","J82084","BLOSSOM HEALTH - GOSPORT","PO12 3PW",10,4574
"5887","J82087","STONEHAM LANE SURGERY","SO16 2JA",9,7303
"5888","J82088","THE SHIRLEY HEALTH PARTNERSHIP","SO15 3UA",24,13409
"5889","J82089","HEDGE END MEDICAL CENTRE","SO30 4FQ",22,17691
"5890","J82092","ALDERMOOR SURGERY","SO16 5ST",24,8232
"5891","J82094","TADLEY MEDICAL P'SHIP","RG26 4ER",35,19720
"5892","J82098","SWAN MEDICAL GROUP","GU32 3AB",49,21329
"5893","J82101","THE PEARTREE PRACTICE","SO19 0HS",25,19087
"5894","J82103","ST MARY'S SURGERY","SP10 1DP",17,12532
"5895","J82104","STUBBINGTON MEDICAL PRACTICE","PO14 2JP",24,12706
"5896","J82106","GRATTON SURGERY","SO21 3LE",15,6933
"5897","J82112","NEW HORIZONS MEDICAL PARTNERSHIP","SO40 8WU",32,24146
"5898","J82115","ATHERLEY HOUSE SURGERY","SO15 3FH",9,5670
"5899","J82116","TWYFORD SURGERY","SO21 1QY",15,9832
"5900","J82119","DENMEAD HEALTH CENTRE","PO7 6NR",16,9574
"5901","J82121","NORTH BADDESLEY SURGERY","SO52 9EP",20,9784
"5902","J82122","ALMA ROAD SURGERY","SO14 6UX",14,10119
"5903","J82124","ALRESFORD SURGERY","SO24 9JL",24,9989
"5904","J82126","RAYMOND ROAD SURGERY","SO15 5AL",10,4746
"5905","J82128","OLD FIRE STATION SURGERY","SO19 9AN",15,9003
"5906","J82129","NEW FOREST MEDICAL GROUP","SO42 7RY",17,7840
"5907","J82130","FRIARSGATE PRACTICE","SO22 6EL",32,24266
"5908","J82131","FORDINGBRIDGE SURGERY","SP6 1RS",27,12392
"5909","J82132","TESTVALE SURGERY","SO40 3PY",24,13128
"5910","J82134","VINE MEDICAL GROUP","PO7 7AH",33,27585
"5911","J82136","CHAWTON PARK SURGERY","GU34 1RJ",21,9940
"5912","J82138","WHITEWATER HEALTH","RG27 8QJ",29,18197
"5913","J82139","WISTARIA & MILFORD SURGERIES","SO41 9GJ",29,16032
"5914","J82143","PARK SURGERY","SO53 2ZH",21,16685
"5915","J82144","CROWN HEIGHTS MEDICAL CENTRE","RG21 7AN",32,27422
"5916","J82145","ABBEYWELL SURGERY","SO51 8EN",26,18865
"5917","J82146","LYNDHURST SURGERY","SO43 7EW",12,5535
"5918","J82147","THE CLANFIELD PRACTICE","PO8 0QL",12,8036
"5919","J82150","CORNERWAYS MEDICAL CENTRE","BH24 1SD",16,12045
"5920","J82151","TWIN OAKS MEDICAL CENTRE","BH23 8AD",12,4864
"5921","J82152","BRIDGEMARY MEDICAL CENTRE","PO13 0HR",11,8865
"5922","J82154","MEON HEALTH PRACTICE","PO15 6JF",32,38724
"5923","J82156","WATERFRONT AND SOLENT SURGERY","SO45 6AW",11,7154
"5924","J82157","WILSON PRACTICE","GU34 2QX",26,15210
"5925","J82161","WESTLANDS MEDICAL CENTRE","PO16 9AD",17,10308
"5926","J82163","OAKS HEALTHCARE","PO8 8DL",19,16139
"5927","J82164","LIPHOOK AND LISS SURGERY","GU30 7DR",8,11308
"5928","J82169","BOYATT WOOD SURGERY","SO50 4QP",8,7982
"5929","J82174","LOCKSWOOD SURGERY","SO31 6DX",18,13668
"5930","J82180","CHARTWELL GREEN SURGERY","SO18 3RA",4,6350
"5931","J82183","MULBERRY HOUSE SURGERY","SO17 2GN",8,6050
"5932","J82184","PINEHILL SURGERY","GU35 0BS",8,3207
"5933","J82196","HOMEWELL CURLEW PRACTICE","PO9 2AQ",28,14397
"5934","J82197","BENTLEY VILLAGE SURGERY","GU10 5LP",4,3655
"5935","J82201","THE GRANGE SURGERY","GU31 4JR",15,7610
"5936","J82207","HILL LANE SURGERY","SO15 5DD",19,9697
"5937","J82208","ST. PETERS SURGERY","SO19 9RL",8,5987
"5938","J82210","THE ELMS PRACTICE","PO11 9AP",11,9199
"5939","J82213","BROOK HOUSE SURGERY","SO16 4NZ",8,6004
"5940","J82214","WHITCHURCH SURGERY","RG28 7AE",15,9512
"5941","J82215","SOLENT VIEW MEDICAL PRACTICE","PO13 9JG",13,12471
"5942","J82216","BROOK LANE SURGERY","SO31 7DQ",21,12259
"5943","J82217","HOMELESS HEALTHCARE TEAM","SO14 0LT",12,455
"5944","J82218","CHINEHAM MEDICAL PRACTICE","RG24 8ND",20,15903
"5945","J82220","BEGGARWOOD SURGERY - NHUC","RG22 4AQ",12,7925
"5946","J82605","WALNUT TREE SURGERY","SO15 2HQ",6,4294
"5947","J82622","LIVING WELL PARTNERSHIP","SO19 9GH",56,37931
"5948","J82625","BOUNDARIES SURGERY","GU34 5HG",9,4306
"5949","J82633","RIVERSIDE PARTNERSHIP","GU33 7AD",9,4130
"5950","J82639","WATERSHIP DOWN HEALTH","RG20 5QX",22,18619
"5951","J82640","HORNDEAN SURGERY","PO8 0BN",12,6063
"5952","J82646","BLOSSOM HEALTH","PO9 3HN",16,9579
"5953","J82663","HIGHFIELD HEALTH","SO17 1PJ",4,5935
"5954","J82669","ROWNER HEALTH CENTRE","PO13 9SP",6,8551
"5955","J84003","VENTNOR MEDICAL PRACTICE","PO38 1EZ",8,8541
"5956","J84004","EAST COWES MEDICAL CENTRE","PO32 6RP",18,8685
"5957","J84005","ESPLANADE SURGERY","PO33 2EH",15,9267
"5958","J84007","ST. HELENS MEDICAL CENTRE","PO33 1UG",9,6967
"5959","J84008","ARGYLL HOUSE","PO33 2QG",9,5667
"5960","J84011","NEWPORT HEALTH CENTRE","PO30 1NR",17,23873
"5961","J84012","TOWER HOUSE SURGERY","PO33 1LP",23,13644
"5962","J84013","THE BAY MEDICAL PRACTICE","PO36 9GA",30,27323
"5963","J84015","COWES MEDICAL CENTRE","PO31 7ER",18,15352
"5964","J84016","SOUTH WIGHT MEDICAL PRACTICE","PO38 2BN",11,6284
"5965","J84017","MEDINA HEALTHCARE","PO30 1PR",12,9173
"5966","J84019","WIGHT PRIMARY PARTNERSHIPS LTD","PO40 9DT",18,11065
"5967","Y01281","THE VILLAGE SURGERY","PO8 8XL",7,4465
"5968","Y07014","SHAKESPEARE ROAD MEDICAL PRACTICE","RG24 9DT",2,13396
"5969","E81001","DR I SALEH'S PRACTICE","LU2 0NN",2,3385
"5970","E81002","GREENSAND SURGERY (AMPTHILL)","MK45 2SB",14,10230
"5971","E81003","DR JL HENDERSON & PARTNERS","LU7 1AR",20,18707
"5972","E81004","SALISBURY HOUSE SURGERY","LU7 1RS",13,11700
"5973","E81005","BELL HOUSE MEDICAL CENTRE","LU1 1BW",11,10336
"5974","E81006","STOPSLEY VILLAGE PRACTICE","LU2 9AU",11,9480
"5975","E81007","HARROLD MEDICAL PRACTICE","MK43 7DX",7,6381
"5976","E81008","WHEATFIELD SURGERY","LU4 0TR",15,13038
"5977","E81009","WEST STREET SURGERY","LU6 1SF",19,11726
"5978","E81010","DR WHM MATTA'S PRACTICE","LU4 9QZ",11,8625
"5979","E81012","GREENSANDS (POTTON)","SG19 2QS",17,12469
"5980","E81013","CASTLE MEDICAL GROUP PRACTICE","LU1 3AG",17,16981
"5981","E81014","PRIORY GARDENS SURGERY","LU6 3SU",10,16979
"5982","E81015","FLITWICK SURGERY","MK45 1DW",22,14305
"5983","E81016","LISTER HOUSE SURGERY","LU4 8DG",12,6371
"5984","E81018","WOODLAND AVENUE PRACTICE","LU3 1RW",15,11769
"5985","E81019","LONDON ROAD HEALTH CENTRE","MK42 0NT",25,20311
"5986","E81021","QUEENS PARK HEALTH CENTRE","MK40 4HR",14,12496
"5987","E81022","LARKSFIELD AND ARLESEY MEDICAL PRACTICE","SG5 4HB",28,14079
"5988","E81024","SHARNBROOK SURGERY","MK44 1PZ",12,5838
"5989","E81025","THE OAKLEY SURGERY","LU4 9FJ",7,6999
"5990","E81026","LARKSIDE PRACTICE","LU2 9SB",10,9436
"5991","E81027","HOUGHTON REGIS MEDICAL CENTRE","LU5 5EZ",11,11856
"5992","E81028","THE BLENHEIM MEDICAL CENTRE","LU3 1HA",12,14644
"5993","E81029","PUTNOE MEDICAL CENTRE PARTNERSHIP","MK41 9JE",33,16875
"5994","E81030","CAULDWELL MEDICAL CENTRE","MK42 9DJ",10,9069
"5995","E81031","GREAT BARFORD SURGERY","MK44 3HX",6,5250
"5996","E81032","LEA VALE MEDICAL PRACTICE","LU1 1HH",33,30009
"5997","E81033","SHEFFORD HEALTH CENTRE","SG17 5FS",24,18203
"5998","E81034","TODDINGTON MEDICAL CENTRE","LU5 6DE",11,7632
"5999","E81035","SANDY HEALTH CENTRE","SG19 1JQ",12,8815
"6000","E81036","IVEL MEDICAL CENTRE","SG18 0RA",22,14033
"6001","E81037","THE DE PARYS GROUP","MK40 2TX",44,38062
"6002","E81038","KING STREET SURGERY","MK42 8QD",25,21675
"6003","E81040","SUNDON MEDICAL CENTRE","LU3 3AH",12,9242
"6004","E81041","GARDENIA PRACTICE","LU3 2NS",10,13368
"6005","E81043","MARSTON FOREST HEALTHCARE","MK43 0LA",13,11155
"6006","E81044","LEIGHTON ROAD SURGERY","LU7 1LB",30,20094
"6007","E81045","KINGSBURY COURT SURGERY","LU5 4RS",10,9418
"6008","E81046","DR A SULAKSHANA & PARTNERS","MK45 4TA",14,11752
"6009","E81047","GOLDINGTON AVENUE SURGERY","MK40 3DB",15,14254
"6010","E81048","BUTE HOUSE MEDICAL CENTRE","LU1 1RW",9,8505
"6011","E81049","PRIORY MEDICAL CENTRE","MK41 6GA",6,7659
"6012","E81050","ASPLANDS MEDICAL CENTRE","MK17 8QP",12,12149
"6013","E81052","KIRBY ROAD SURGERY","LU6 3JH",7,8653
"6014","E81057","SAFFRON HEALTH PARTNERSHIP","SG18 8DJ",19,20814
"6015","E81060","LINDEN ROAD SURGERY","MK40 2DQ",14,6227
"6016","E81061","DR CARRAGHER AND NEAL AND AKHTAR","SG16 6JJ",9,6306
"6017","E81063","CONWAY MEDICAL CENTRE","LU4 8JD",8,8219
"6018","E81064","BRAMINGHAM PARK MEDICAL CENTRE","LU3 4BG",10,6341
"6019","E81065","MEDINA MEDICAL CENTRE","LU4 8BY",6,4298
"6020","E81069","CADDINGTON SURGERY","LU1 4EE",8,5158
"6021","E81073","THE MEDICI MEDICAL PRACTICE","LU1 3UA",11,15761
"6022","E81074","HOUGHTON CLOSE SURGERY","MK45 2TG",18,11435
"6023","E81076","DR DV SHAH'S PRACTICE","LU4 0PF",5,4143
"6024","E81077","OLIVER STREET SURGERY","MK45 2SB",4,7718
"6025","E81612","DRS MIRZA SUKHANI & PARTNERS","LU4 9NN",4,5917
"6026","E81615","ASHBURNHAM ROAD SURGERY","MK40 1DS",5,3977
"6027","E81617","DR PS BATH'S PRACTICE","LU2 9AU",2,4585
"6028","E81631","MALZEARD ROAD PRACTICE","LU3 1BD",2,4790
"6029","E81632","BARTON HILLS MEDICAL GROUP","LU3 4AD",6,7844
"6030","E81633","NEVILLE ROAD SURGERY","LU3 2JG",1,4120
"6031","E81635","EASTGATE SURGERY","LU5 4RU",2,3683
"6032","K82003","WOLVERTON HEALTH CENTRE","MK12 5DF",14,16062
"6033","K82009","WATLING STREET PRACTICE","MK11 1YA",28,10901
"6034","K82013","THE RED HOUSE SURGERY","MK2 2EH",16,13223
"6035","K82015","PARKSIDE MEDICAL CENTRE","MK3 6EN",14,10708
"6036","K82016","NEWPORT PAGNELL MED.CTR.","MK16 8QT",31,22337
"6037","K82025","SOVEREIGN MEDICAL CENTRE","MK15 8AJ",14,11411
"6038","K82026","WHADDON HEALTHCARE","MK3 7QU",27,21580
"6039","K82027","PURBECK HEALTH CENTRE","MK14 6BL",15,6713
"6040","K82032","OAKRIDGE PARK MEDICAL CENTRE","MK14 6GL",17,12037
"6041","K82039","BEDFORD STREET SURGERY","MK2 2TX",10,14468
"6042","K82054","ASHFIELD MEDICAL CENTRE","MK6 4NE",10,10514
"6043","K82057","COBBS GARDEN SURGERY","MK46 5QG",10,8375
"6044","K82059","WESTFIELD ROAD SURGERY","MK2 2DJ",4,7742
"6045","K82060","NEATH HILL HEALTH CENTRE","MK14 6JY",5,3831
"6046","K82064","FISHERMEAD MEDICAL CENTRE","MK6 2LR",8,7697
"6047","K82065","CENTRAL MILTON KEYNES MEDICAL CENTRE","MK13 8RN",19,19513
"6048","K82067","HILLTOPS MEDICAL CENTRE","MK8 9HN",17,16348
"6049","K82074","KINGFISHER SURGERY","MK16 0JR",9,4752
"6050","K82076","WATLING VALE MEDICAL CTR.","MK5 6EY",7,12270
"6051","K82610","THE GROVE SURGERY","MK6 4NG",8,8392
"6052","K82615","WALNUT TREE HEALTH CENTRE","MK7 7PB",13,12079
"6053","K82617","THE STONEDEAN PRACTICE","MK11 1YA",12,7504
"6054","K82631","MILTON KEYNES VILLAGE SURG","MK10 9BQ",12,16066
"6055","K82633","WESTCROFT HEALTH CENTRE","MK4 4EN",17,15170
"6056","Y00260","ARLESEY MEDICAL CENTRE","SG15 6SN",5,4720
"6057","Y00328","GOLDINGTON ROAD SURGERY","MK40 3NE",2,3403
"6058","Y00522","THE VILLAGE MEDICAL CTR","MK40 4GH",2,8780
"6059","Y00560","WOOTTON VALE AND SHORTSTOWN SURGERY","MK43 9JJ",9,8802
"6060","Y00561","SHORTSTOWN MEDICAL CENTRE","MK42 0GS",3,4043
"6061","Y02332","KINGSWAY & BRAMINGHAM SURGERY","LU4 8BY",9,10292
"6062","Y02463","THE TOWN CENTRE PRACTICE","LU1 2SE",7,12436
"6063","Y02900","BROOKLANDS HEALTH CENTRE","MK10 7HN",10,17062
"6064","Y06810","WHITEHOUSE HEALTH CENTRE","MK8 1EQ",11,4885
"6065","M82002","MYTTON OAK MEDICAL PRACT.","SY3 5LZ",14,11057
"6066","M82003","STIRCHLEY MEDICAL PRACTICE","TF3 1FB",25,24431
"6067","M82004","BRIDGNORTH MEDICAL PRACTICE","WV16 4EN",19,16227
"6068","M82005","PLAS FFYNNON MEDICAL CTRE","SY11 2RB",13,9254
"6069","M82006","RIVERSIDE MED.PRACTICE","SY1 1PQ",20,11268
"6070","M82007","CHARLTON MEDICAL PRACTICE","TF2 6AQ",22,15774
"6071","M82008","CHURCH STRETTON MEDICAL CENTRE","SY6 6BL",15,7349
"6072","M82009","DAWLEY MEDICAL PRACTICE","TF4 2AA",12,10123
"6073","M82010","MARKET DRAYTON MEDICAL PRACTICE","TF9 3AL",23,17918
"6074","M82011","SHAWBURY MEDICAL PRACTICE","SY4 4JS",11,4447
"6075","M82012","DONNINGTON MEDICAL PRACTICE","TF2 8EA",21,14613
"6076","M82013","WESTBURY MEDICAL CENTRE","SY5 9QX",6,2790
"6077","M82014","STATION DRIVE SURGERY","SY8 2AB",10,8789
"6078","M82016","RADBROOK GREEN SURGERY","SY3 6DU",13,10074
"6079","M82017","CLIVE MEDICAL PRACTICE","SY4 5PS",8,4659
"6080","M82018","BEECHES MEDICAL PRACTICE","SY3 0PF",10,6664
"6081","M82019","MUCH WENLOCK & CRESSAGE MEDICAL PRACTICE","TF13 6BL",15,8297
"6082","M82020","KNOCKIN MEDICAL CENTRE","SY10 8HL",8,3789
"6083","M82021","ALBRIGHTON MEDICAL PRACT","WV7 3DT",16,8159
"6084","M82022","THE CAXTON SURGERY","SY11 1RD",15,13851
"6085","M82023","PRESCOTT SURGERY","SY4 2DR",12,7327
"6086","M82024","BROWN CLEE MEDICAL CENTRE","WV16 6SS",4,3771
"6087","M82025","CHURCHMERE MEDICAL GROUP","SY12 0DB",23,20769
"6088","M82026","CAMBRIAN MEDICAL PRACTICE","SY11 1GA",15,13046
"6089","M82028","WELLINGTON ROAD SURGERY","TF10 7HG",18,15719
"6090","M82030","PONTESBURY & WORTHEN MEDICAL PRACTICE","SY5 0RF",14,10364
"6091","M82031","HIGHLEY MEDICAL CENTRE","WV16 6HG",10,3284
"6092","M82032","SEVERN FIELDS MEDICAL PRACTICE","SY1 4RQ",12,16962
"6093","M82033","BISHOPS CASTLE MEDICAL PRACTICE","SY9 5ER",10,5532
"6094","M82034","CLAREMONT BANK SURGERY","SY1 1RL",12,7758
"6095","M82035","WEM AND PREES MEDICAL PRACTICE","SY4 5AF",16,12051
"6096","M82038","SHIFNAL & PRIORSLEE MEDICAL PRACTICE","TF11 8AJ",11,11742
"6097","M82039","WELLINGTON MEDICAL PRACTICE","TF1 1PZ",12,14894
"6098","M82040","MARYSVILLE MEDICAL PRACT","SY3 7QR",9,6309
"6099","M82041","CLEOBURY MORTIMER SURGERY","DY14 8DB",8,7129
"6100","M82042","WOODSIDE MEDICAL PRACTICE","TF7 5NR",14,6377
"6101","M82043","LUDLOW - PORTCULLIS","SY8 1GT",17,7632
"6102","M82046","CRAVEN ARMS SURGERY","SY7 9PY",9,4046
"6103","M82047","MARDEN MEDICAL PRACTICE","SY2 6DL",14,9535
"6104","M82048","BELVIDERE MEDICAL PRACT.","SY2 5LS",13,6254
"6105","M82051","BROSELEY MEDICAL PRACTICE","TF12 5EL",5,4652
"6106","M82056","LINDEN HALL SURGERY","TF10 7EN",18,13883
"6107","M82057","HOLLINSWOOD SURGERY","TF3 2EW",4,6324
"6108","M82058","HODNET MEDICAL PRACTICE","TF9 3NF",5,3450
"6109","M82059","SHAWBIRCH MEDICAL CENTRE","TF5 0LW",23,13621
"6110","M82060","SOUTH HERMITAGE SURGERY","SY3 7JS",9,8315
"6111","M82601","ALVELEY MEDICAL PRACTICE","WV15 6NG",4,2355
"6112","M82606","IRONBRIDGE MEDICAL PRACTICE","TF8 7DT",7,5092
"6113","M82616","COURT STREET MEDICAL PRACTICE","TF7 5EE",7,7030
"6114","M82620","THE MEADOWS MEDICAL PRACTICE","SY7 8HZ",8,3030
"6115","Y01929","TELDOC","TF3 2JZ",35,49735
"6116","Y02495","URGENT TREATMENT CENTRE","SY3 8XQ",9,207
"6117","E84002","FORTY WILLOWS SURGERY","HA9 9HA",11,6920
"6118","E84003","PREMIER MEDICAL CENTRE","HA0 4UZ",11,10657
"6119","E84004","THE CIRCLE PRACTICE","HA3 7LT",11,8377
"6120","E84005","KINGS ROAD SURGERY","HA2 9JH",17,7386
"6121","E84006","THE LAW MEDICAL GROUP PRACTICE","NW10 5UY",22,17267
"6122","E84007","UXENDON CRESCENT SURGERY","HA9 9TW",4,5464
"6123","E84008","SIMPSON HOUSE MEDICAL CENTRE","HA2 8RS",15,10546
"6124","E84009","ENDERLEY ROAD MEDICAL CENTRE","HA3 5HF",19,12323
"6125","E84011","ST ANDREWS MEDICAL CENTRE","NW10 9AR",3,1692
"6126","E84012","MAPESBURY MEDICAL GROUP","NW2 3PS",9,8991
"6127","E84013","CHURCH END MEDICAL CENTRE","NW10 9HP",16,7974
"6128","E84014","BACON LANE SURGERY","HA8 5AT",13,8668
"6129","E84015","WILLOW TREE FAMILY DOCTORS","NW9 9AD",26,15850
"6130","E84017","SUDBURY & ALPERTON MEDICAL CENTRE","HA0 1EZ",6,8588
"6131","E84018","STREATFIELD HEALTH CENTRE","HA3 9BP",15,7763
"6132","E84020","JAI MEDICAL CENTRE (BRENT)","HA8 5LP",3,6451
"6133","E84021","THE WILLESDEN MEDICAL CENTRE","NW10 2PT",20,13967
"6134","E84022","ROXBOURNE MEDICAL CENTRE","HA2 0UE",10,7464
"6135","E84024","THE PINN MEDICAL CENTRE","HA5 3EE",26,19434
"6136","E84025","THE LONSDALE MEDICAL CENTRE","NW6 6RR",27,21799
"6137","E84028","THE STONEBRIDGE PRACTICE","NW10 8RY",7,7122
"6138","E84030","PRESTON HILL SURGERY","HA3 9SN",7,4419
"6139","E84031","BRENTFIELD MEDICAL CENTRE","NW10 8TF",12,9131
"6140","E84032","ELLIS PRACTICE","HA9 9FX",10,8411
"6141","E84033","CHALKHILL FAMILY PRACTICE","HA9 9FX",8,7394
"6142","E84036","GLADSTONE MEDICAL CENTRE","NW2 6JH",7,9614
"6143","E84039","HONEYPOT MEDICAL CENTRE","HA7 1JP",18,15290
"6144","E84040","THE PINNER ROAD SURGERY","HA1 4JS",6,4531
